date,open,close,high,low,volume
1989.9.4,975.07,975.07,975.07,975.07,19310000
1989.9.5,971.9,971.9,971.9,971.9,16320000
1989.9.6,961.72,961.72,961.72,961.72,18500000
1989.9.7,957.2,957.2,957.2,957.2,14210000
1989.9.8,963.3,963.3,963.3,963.3,13750000
1989.9.9,961.85,961.85,961.85,961.85,10150000
1989.9.11,958.88,958.88,958.88,958.88,10590000
1989.9.12,964.28,964.28,964.28,964.28,13330000
1989.9.16,961.49,961.49,961.49,961.49,6540000
1989.9.18,953.17,953.17,953.17,953.17,13630000
1989.9.19,952.02,952.02,952.02,952.02,10410000
1989.9.20,943.87,943.87,943.87,943.87,10840000
1989.9.21,938.13,938.13,938.13,938.13,9460000
1989.9.22,932.36,932.36,932.36,932.36,8120000
1989.9.23,929.1,929.1,929.1,929.1,5560000
1989.9.25,928.22,928.22,928.22,928.22,7700000
1989.9.26,925.42,925.42,925.42,925.42,9130000
1989.9.27,924.75,924.75,924.75,924.75,10430000
1989.9.28,931.95,931.95,931.95,931.95,12870000
1989.9.29,943.44,943.44,943.44,943.44,13050000
1989.9.30,942.41,942.41,942.41,942.41,9220000
1989.10.4,929.28,929.28,929.28,929.28,6370000
1989.10.5,925.11,925.11,925.11,925.11,8820000
1989.10.6,922.92,922.92,922.92,922.92,8530000
1989.10.7,922.67,922.67,922.67,922.67,6010000
1989.10.10,921.77,921.77,921.77,921.77,6970000
1989.10.11,928.06,928.06,928.06,928.06,9050000
1989.10.12,929.61,929.61,929.61,929.61,7610000
1989.10.13,932.42,932.42,932.42,932.42,9040000
1989.10.14,934.41,934.41,934.41,934.41,7740000
1989.10.16,927.21,927.21,927.21,927.21,6480000
1989.10.17,927.69,927.69,927.69,927.69,9210000
1989.10.18,917.19,917.19,917.19,917.19,6680000
1989.10.19,909.54,909.54,909.54,909.54,8140000
1989.10.20,903.29,903.29,903.29,903.29,5990000
1989.10.21,897.34,897.34,897.34,897.34,3660000
1989.10.23,891.3,891.3,891.3,891.3,5540000
1989.10.24,903.5,903.5,903.5,903.5,7500000
1989.10.25,898.36,898.36,898.36,898.36,5350000
1989.10.26,899.12,899.12,899.12,899.12,5470000
1989.10.27,893.59,893.59,893.59,893.59,5310000
1989.10.28,894.4,894.4,894.4,894.4,4870000
1989.10.30,896.11,896.11,896.11,896.11,5220000
1989.10.31,894.02,894.02,894.02,894.02,5940000
1989.11.1,891.27,891.27,891.27,891.27,3930000
1989.11.2,885.34,885.34,885.34,885.34,5170000
1989.11.3,887.18,887.18,887.18,887.18,5240000
1989.11.4,888.86,888.86,888.86,888.86,3580000
1989.11.6,881.46,881.46,881.46,881.46,4290000
1989.11.7,877.76,877.76,877.76,877.76,5090000
1989.11.8,872.88,872.88,872.88,872.88,5750000
1989.11.9,907.21,907.21,907.21,907.21,9220000
1989.11.10,927.59,927.59,927.59,927.59,16910000
1989.11.11,932.25,932.25,932.25,932.25,14130000
1989.11.13,925.32,925.32,925.32,925.32,16440000
1989.11.14,909.6,909.6,909.6,909.6,14580000
1989.11.15,907.58,907.58,907.58,907.58,13110000
1989.11.16,908.51,908.51,908.51,908.51,10800000
1989.11.17,899.6,899.6,899.6,899.6,7740000
1989.11.18,900.83,900.83,900.83,900.83,6020000
1989.11.20,889.97,889.97,889.97,889.97,5580000
1989.11.21,884.17,884.17,884.17,884.17,5520000
1989.11.22,889.15,889.15,889.15,889.15,7130000
1989.11.23,890.65,890.65,890.65,890.65,9300000
1989.11.24,907.44,907.44,907.44,907.44,13440000
1989.11.25,905.89,905.89,905.89,905.89,7860000
1989.11.27,896.61,896.61,896.61,896.61,9040000
1989.11.28,893.85,893.85,893.85,893.85,8940000
1989.11.29,898,898,898,898,7740000
1989.11.30,906.33,906.33,906.33,906.33,10850000
1989.12.1,898.77,898.77,898.77,898.77,8470000
1989.12.2,896.34,896.34,896.34,896.34,5950000
1989.12.4,891.13,891.13,891.13,891.13,7370000
1989.12.5,884.12,884.12,884.12,884.12,6050000
1989.12.6,883.27,883.27,883.27,883.27,7080000
1989.12.7,874.94,874.94,874.94,874.94,6540000
1989.12.8,864.5,864.5,864.5,864.5,9840000
1989.12.9,850.02,850.02,850.02,850.02,5220000
1989.12.11,844.75,844.75,844.75,844.75,7940000
1989.12.12,879.46,879.46,879.46,879.46,5070000
1989.12.13,915.72,915.72,915.72,915.72,14390000
1989.12.14,928.1,928.1,928.1,928.1,33470000
1989.12.15,918.04,918.04,918.04,918.04,31750000
1989.12.16,921.87,921.87,921.87,921.87,17890000
1989.12.18,914.92,914.92,914.92,914.92,18340000
1989.12.19,926.82,926.82,926.82,926.82,25440000
1989.12.20,933.45,933.45,933.45,933.45,30730000
1989.12.21,932.66,932.66,932.66,932.66,29900000
1989.12.22,936.2,936.2,936.2,936.2,35640000
1989.12.23,932.99,932.99,932.99,932.99,19670000
1989.12.26,909.72,909.72,909.72,909.72,25860000
1990.1.3,908.59,908.59,908.59,908.59,6740000
1990.1.4,928.82,928.82,928.82,928.82,18090000
1990.1.5,915.11,915.11,915.11,915.11,22180000
1990.1.6,912.86,912.86,912.86,912.86,12520000
1990.1.8,919.46,919.46,919.46,919.46,17580000
1990.1.9,920.21,920.21,920.21,920.21,18650000
1990.1.10,911.48,911.48,911.48,911.48,15280000
1990.1.11,903.27,903.27,903.27,903.27,12650000
1990.1.12,903.11,903.11,903.11,903.11,11630000
1990.1.13,893.47,893.47,893.47,893.47,7390000
1990.1.15,883.04,883.04,883.04,883.04,8860000
1990.1.16,883.43,883.43,883.43,883.43,10380000
1990.1.17,874.41,874.41,874.41,874.41,6930000
1990.1.18,874.81,874.81,874.81,874.81,9070000
1990.1.19,868.2,868.2,868.2,868.2,7790000
1990.1.20,872.97,872.97,872.97,872.97,6360000
1990.1.22,898.89,898.89,898.89,898.89,17410000
1990.1.23,890.52,890.52,890.52,890.52,17490000
1990.1.24,903.58,903.58,903.58,903.58,20480000
1990.1.25,905.75,905.75,905.75,905.75,23610000
1990.1.29,897.32,897.32,897.32,897.32,12270000
1990.1.30,888.47,888.47,888.47,888.47,15220000
1990.1.31,896.16,896.16,896.16,896.16,18170000
1990.2.1,885.83,885.83,885.83,885.83,12310000
1990.2.2,878.15,878.15,878.15,878.15,11020000
1990.2.3,874.92,874.92,874.92,874.92,6350000
1990.2.5,877.45,877.45,877.45,877.45,7950000
1990.2.6,886.86,886.86,886.86,886.86,11470000
1990.2.7,880.39,880.39,880.39,880.39,11570000
1990.2.8,882.52,882.52,882.52,882.52,12410000
1990.2.9,879.1,879.1,879.1,879.1,12780000
1990.2.10,873.59,873.59,873.59,873.59,5790000
1990.2.12,867.05,867.05,867.05,867.05,9140000
1990.2.13,866.57,866.57,866.57,866.57,10930000
1990.2.14,872.63,872.63,872.63,872.63,8410000
1990.2.15,874.09,874.09,874.09,874.09,11460000
1990.2.16,872.5,872.5,872.5,872.5,10870000
1990.2.17,866.93,866.93,866.93,866.93,6460000
1990.2.19,859.24,859.24,859.24,859.24,9450000
1990.2.20,856.64,856.64,856.64,856.64,8980000
1990.2.21,853.04,853.04,853.04,853.04,9430000
1990.2.22,853.45,853.45,853.45,853.45,9830000
1990.2.23,850.84,850.84,850.84,850.84,8260000
1990.2.24,845.25,845.25,845.25,845.25,5630000
1990.2.26,833.81,833.81,833.81,833.81,8690000
1990.2.27,859.83,859.83,859.83,859.83,12520000
1990.2.28,861.59,861.59,861.59,861.59,17160000
1990.3.2,884.07,884.07,884.07,884.07,21370000
1990.3.3,881.44,881.44,881.44,881.44,13290000
1990.3.5,865.22,865.22,865.22,865.22,12760000
1990.3.6,857.58,857.58,857.58,857.58,12890000
1990.3.7,847.46,847.46,847.46,847.46,8970000
1990.3.8,847.77,847.77,847.77,847.77,10380000
1990.3.9,852.7,852.7,852.7,852.7,9400000
1990.3.12,850.65,850.65,850.65,850.65,9280000
1990.3.13,841.56,841.56,841.56,841.56,8170000
1990.3.14,838.19,838.19,838.19,838.19,8850000
1990.3.15,835.59,835.59,835.59,835.59,7120000
1990.3.16,842.27,842.27,842.27,842.27,10040000
1990.3.17,835.13,835.13,835.13,835.13,6070000
1990.3.19,839.42,839.42,839.42,839.42,7550000
1990.3.20,849.98,849.98,849.98,849.98,15010000
1990.3.21,849.91,849.91,849.91,849.91,17380000
1990.3.22,845.96,845.96,845.96,845.96,11510000
1990.3.23,841.79,841.79,841.79,841.79,9640000
1990.3.24,837.4,837.4,837.4,837.4,8720000
1990.3.26,834.54,834.54,834.54,834.54,7070000
1990.3.27,827.92,827.92,827.92,827.92,9090000
1990.3.28,819.04,819.04,819.04,819.04,9010000
1990.3.29,824.59,824.59,824.59,824.59,13890000
1990.3.30,845.98,845.98,845.98,845.98,12950000
1990.3.31,840.89,840.89,840.89,840.89,12090000
1990.4.2,838.29,838.29,838.29,838.29,14070000
1990.4.3,836.63,836.63,836.63,836.63,13010000
1990.4.4,828.98,828.98,828.98,828.98,16390000
1990.4.6,831.73,831.73,831.73,831.73,12310000
1990.4.7,819.3,819.3,819.3,819.3,6880000
1990.4.9,816.78,816.78,816.78,816.78,8450000
1990.4.10,810.76,810.76,810.76,810.76,7980000
1990.4.11,813.66,813.66,813.66,813.66,10680000
1990.4.12,806.86,806.86,806.86,806.86,11320000
1990.4.13,803.15,803.15,803.15,803.15,12820000
1990.4.14,793.14,793.14,793.14,793.14,6500000
1990.4.16,777,777,777,777,9360000
1990.4.17,796.56,796.56,796.56,796.56,14030000
1990.4.18,781.53,781.53,781.53,781.53,11760000
1990.4.19,768.31,768.31,768.31,768.31,7840000
1990.4.20,767.45,767.45,767.45,767.45,7860000
1990.4.21,780.04,780.04,780.04,780.04,6400000
1990.4.23,774.4,774.4,774.4,774.4,4630000
1990.4.24,768.47,768.47,768.47,768.47,5180000
1990.4.25,755.07,755.07,755.07,755.07,5320000
1990.4.26,726.11,726.11,726.11,726.11,7200000
1990.4.27,748.86,748.86,748.86,748.86,8460000
1990.4.28,720.37,720.37,720.37,720.37,3910000
1990.4.30,688.66,688.66,688.66,688.66,4450000
1990.5.1,718.45,718.45,718.45,718.45,8340000
1990.5.3,750.82,750.82,750.82,750.82,3950000
1990.5.4,782.33,782.33,782.33,782.33,20060000
1990.5.7,791.56,791.56,791.56,791.56,20960000
1990.5.8,796.54,796.54,796.54,796.54,16190000
1990.5.9,793.36,793.36,793.36,793.36,11610000
1990.5.10,771.76,771.76,771.76,771.76,8680000
1990.5.11,762.27,762.27,762.27,762.27,9360000
1990.5.12,749.08,749.08,749.08,749.08,5070000
1990.5.14,734.42,734.42,734.42,734.42,7970000
1990.5.15,724.76,724.76,724.76,724.76,7980000
1990.5.16,756.87,756.87,756.87,756.87,7410000
1990.5.17,773.43,773.43,773.43,773.43,16590000
1990.5.18,766.15,766.15,766.15,766.15,8740000
1990.5.19,765.16,765.16,765.16,765.16,6530000
1990.5.21,770.28,770.28,770.28,770.28,5930000
1990.5.22,785.93,785.93,785.93,785.93,13170000
1990.5.23,787.91,787.91,787.91,787.91,10840000
1990.5.24,785.79,785.79,785.79,785.79,6640000
1990.5.25,790.73,790.73,790.73,790.73,8480000
1990.5.26,783.74,783.74,783.74,783.74,4160000
1990.5.28,778.23,778.23,778.23,778.23,5450000
1990.5.29,783.87,783.87,783.87,783.87,8300000
1990.5.30,789.89,789.89,789.89,789.89,12360000
1990.5.31,797.95,797.95,797.95,797.95,16820000
1990.6.1,803.64,803.64,803.64,803.64,17720000
1990.6.2,804.85,804.85,804.85,804.85,9630000
1990.6.4,814.4,814.4,814.4,814.4,17270000
1990.6.5,807.97,807.97,807.97,807.97,16490000
1990.6.7,804.09,804.09,804.09,804.09,9940000
1990.6.8,804.47,804.47,804.47,804.47,10250000
1990.6.9,799.12,799.12,799.12,799.12,5280000
1990.6.11,786.35,786.35,786.35,786.35,6350000
1990.6.12,784.97,784.97,784.97,784.97,7950000
1990.6.13,780.56,780.56,780.56,780.56,6980000
1990.6.14,772.2,772.2,772.2,772.2,6180000
1990.6.15,770.77,770.77,770.77,770.77,7770000
1990.6.16,774.07,774.07,774.07,774.07,4390000
1990.6.18,756.39,756.39,756.39,756.39,6110000
1990.6.19,749.61,749.61,749.61,749.61,10550000
1990.6.20,740.84,740.84,740.84,740.84,6070000
1990.6.21,743.17,743.17,743.17,743.17,5920000
1990.6.22,747.37,747.37,747.37,747.37,5740000
1990.6.23,747.12,747.12,747.12,747.12,3860000
1990.6.25,739.8,739.8,739.8,739.8,4620000
1990.6.26,736.42,736.42,736.42,736.42,6560000
1990.6.27,740.01,740.01,740.01,740.01,6430000
1990.6.28,732.64,732.64,732.64,732.64,7590000
1990.6.29,720,720,720,720,6220000
1990.6.30,706.79,706.79,706.79,706.79,4800000
1990.7.2,713.18,713.18,713.18,713.18,5820000
1990.7.3,745.04,745.04,745.04,745.04,6790000
1990.7.4,735.3,735.3,735.3,735.3,16070000
1990.7.5,723.1,723.1,723.1,723.1,7760000
1990.7.6,716.17,716.17,716.17,716.17,8810000
1990.7.7,713.41,713.41,713.41,713.41,3730000
1990.7.9,715.28,715.28,715.28,715.28,5060000
1990.7.10,718.75,718.75,718.75,718.75,4960000
1990.7.11,711,711,711,711,4990000
1990.7.12,701.91,701.91,701.91,701.91,7970000
1990.7.13,688.78,688.78,688.78,688.78,5980000
1990.7.14,689.19,689.19,689.19,689.19,4910000
1990.7.16,683.01,683.01,683.01,683.01,4480000
1990.7.18,698.01,698.01,698.01,698.01,9820000
1990.7.19,693.44,693.44,693.44,693.44,7530000
1990.7.20,694.64,694.64,694.64,694.64,4970000
1990.7.21,686.69,686.69,686.69,686.69,2360000
1990.7.23,681.38,681.38,681.38,681.38,3390000
1990.7.24,679.67,679.67,679.67,679.67,4900000
1990.7.25,685.27,685.27,685.27,685.27,6930000
1990.7.26,676.83,676.83,676.83,676.83,3900000
1990.7.27,673.16,673.16,673.16,673.16,4770000
1990.7.28,678.74,678.74,678.74,678.74,4470000
1990.7.30,673.8,673.8,673.8,673.8,2370000
1990.7.31,678.38,678.38,678.38,678.38,4500000
1990.8.1,690.21,690.21,690.21,690.21,9500000
1990.8.2,688.28,688.28,688.28,688.28,6590000
1990.8.3,678.37,678.37,678.37,678.37,8580000
1990.8.4,671.42,671.42,671.42,671.42,3840000
1990.8.6,661.4,661.4,661.4,661.4,5290000
1990.8.7,655.88,655.88,655.88,655.88,9230000
1990.8.8,646.03,646.03,646.03,646.03,7860000
1990.8.9,648.95,648.95,648.95,648.95,12810000
1990.8.10,658.94,658.94,658.94,658.94,11030000
1990.8.11,655.89,655.89,655.89,655.89,6020000
1990.8.13,645.86,645.86,645.86,645.86,5880000
1990.8.14,632.3,632.3,632.3,632.3,7090000
1990.8.16,625.03,625.03,625.03,625.03,10050000
1990.8.17,623.9,623.9,623.9,623.9,9880000
1990.8.18,628.07,628.07,628.07,628.07,4360000
1990.8.20,621.33,621.33,621.33,621.33,5310000
1990.8.21,610.47,610.47,610.47,610.47,8620000
1990.8.22,607.16,607.16,607.16,607.16,9800000
1990.8.23,603.62,603.62,603.62,603.62,14420000
1990.8.24,594.23,594.23,594.23,594.23,15790000
1990.8.25,587.38,587.38,587.38,587.38,7090000
1990.8.27,614.29,614.29,614.29,614.29,3920000
1990.8.28,642.42,642.42,642.42,642.42,4250000
1990.8.29,647.77,647.77,647.77,647.77,22590000
1990.8.30,626.85,626.85,626.85,626.85,16150000
1990.8.31,606.87,606.87,606.87,606.87,11420000
1990.9.1,609.01,609.01,609.01,609.01,7110000
1990.9.3,635.37,635.37,635.37,635.37,7750000
1990.9.4,632.34,632.34,632.34,632.34,15370000
1990.9.5,625,625,625,625,8350000
1990.9.6,616.29,616.29,616.29,616.29,9610000
1990.9.7,613.08,613.08,613.08,613.08,9370000
1990.9.8,612.57,612.57,612.57,612.57,4580000
1990.9.10,612.63,612.63,612.63,612.63,4710000
1990.9.11,613.49,613.49,613.49,613.49,5290000
1990.9.12,610.88,610.88,610.88,610.88,4620000
1990.9.13,608.04,608.04,608.04,608.04,6260000
1990.9.14,603.52,603.52,603.52,603.52,7540000
1990.9.15,590.62,590.62,590.62,590.62,5030000
1990.9.17,566.27,566.27,566.27,566.27,7180000
1990.9.18,589.42,589.42,589.42,589.42,11840000
1990.9.19,592.8,592.8,592.8,592.8,16870000
1990.9.20,585.19,585.19,585.19,585.19,9480000
1990.9.21,584.6,584.6,584.6,584.6,8820000
1990.9.22,584.94,584.94,584.94,584.94,4650000
1990.9.24,587.39,587.39,587.39,587.39,6330000
1990.9.25,593.77,593.77,593.77,593.77,8470000
1990.9.26,594.04,594.04,594.04,594.04,7890000
1990.9.27,593.45,593.45,593.45,593.45,7290000
1990.9.28,597.67,597.67,597.67,597.67,6580000
1990.9.29,602.88,602.88,602.88,602.88,5860000
1990.10.5,624.13,624.13,624.13,624.13,9040000
1990.10.6,616.47,616.47,616.47,616.47,6360000
1990.10.8,614.06,614.06,614.06,614.06,8020000
1990.10.10,617.12,617.12,617.12,617.12,18730000
1990.10.11,621.93,621.93,621.93,621.93,12040000
1990.10.12,635.74,635.74,635.74,635.74,12850000
1990.10.13,626.95,626.95,626.95,626.95,9400000
1990.10.15,646.39,646.39,646.39,646.39,11840000
1990.10.16,638.29,638.29,638.29,638.29,20120000
1990.10.17,653.96,653.96,653.96,653.96,16280000
1990.10.18,666.56,666.56,666.56,666.56,19840000
1990.10.19,696.01,696.01,696.01,696.01,25990000
1990.10.20,710.44,710.44,710.44,710.44,17540000
1990.10.22,733.37,733.37,733.37,733.37,25740000
1990.10.23,765.55,765.55,765.55,765.55,14790000
1990.10.24,796.77,796.77,796.77,796.77,17550000
1990.10.25,767.06,767.06,767.06,767.06,27270000
1990.10.26,735.05,735.05,735.05,735.05,18360000
1990.10.27,733.05,733.05,733.05,733.05,19120000
1990.10.29,720.89,720.89,720.89,720.89,32920000
1990.10.30,711.49,711.49,711.49,711.49,21790000
1990.10.31,690.16,690.16,690.16,690.16,17690000
1990.11.1,717.47,717.47,717.47,717.47,17940000
1990.11.2,709.96,709.96,709.96,709.96,24370000
1990.11.3,710.96,710.96,710.96,710.96,12560000
1990.11.5,707.61,707.61,707.61,707.61,14130000
1990.11.6,702.93,702.93,702.93,702.93,13310000
1990.11.7,720.96,720.96,720.96,720.96,21180000
1990.11.8,707.24,707.24,707.24,707.24,23350000
1990.11.9,703.81,703.81,703.81,703.81,15890000
1990.11.10,697.59,697.59,697.59,697.59,9570000
1990.11.12,701.53,701.53,701.53,701.53,12550000
1990.11.13,710.06,710.06,710.06,710.06,17650000
1990.11.14,704.89,704.89,704.89,704.89,12590000
1990.11.15,701.45,701.45,701.45,701.45,13350000
1990.11.16,697.46,697.46,697.46,697.46,9710000
1990.11.17,691.69,691.69,691.69,691.69,8580000
1990.11.19,680.04,680.04,680.04,680.04,11100000
1990.11.20,674.25,674.25,674.25,674.25,11790000
1990.11.21,671.7,671.7,671.7,671.7,8900000
1990.11.22,679.83,679.83,679.83,679.83,15040000
1990.11.23,679.99,679.99,679.99,679.99,9310000
1990.11.24,678.92,678.92,678.92,678.92,6440000
1990.11.26,680.56,680.56,680.56,680.56,8590000
1990.11.27,687.27,687.27,687.27,687.27,13280000
1990.11.28,699.76,699.76,699.76,699.76,16790000
1990.11.29,692.55,692.55,692.55,692.55,22580000
1990.11.30,697.03,697.03,697.03,697.03,13290000
1990.12.1,708.56,708.56,708.56,708.56,15370000
1990.12.3,717.62,717.62,717.62,717.62,25670000
1990.12.4,708.9,708.9,708.9,708.9,17890000
1990.12.5,718.84,718.84,718.84,718.84,20110000
1990.12.6,717.82,717.82,717.82,717.82,26110000
1990.12.7,730.96,730.96,730.96,730.96,24900000
1990.12.8,733.73,733.73,733.73,733.73,16290000
1990.12.10,735.33,735.33,735.33,735.33,24180000
1990.12.11,725.56,725.56,725.56,725.56,17370000
1990.12.12,724.51,724.51,724.51,724.51,15150000
1990.12.13,712.82,712.82,712.82,712.82,11160000
1990.12.14,710.06,710.06,710.06,710.06,12800000
1990.12.15,705.49,705.49,705.49,705.49,6540000
1990.12.17,706.04,706.04,706.04,706.04,10880000
1990.12.18,706.08,706.08,706.08,706.08,11370000
1990.12.19,697.54,697.54,697.54,697.54,10030000
1990.12.20,698.04,698.04,698.04,698.04,12530000
1990.12.21,708.24,708.24,708.24,708.24,15020000
1990.12.22,705.63,705.63,705.63,705.63,10500000
1990.12.24,693.76,693.76,693.76,693.76,13760000
1990.12.26,696.11,696.11,696.11,696.11,18820000
1991.1.3,679.75,679.75,679.75,679.75,7080000
1991.1.4,697.62,697.62,697.62,697.62,10320000
1991.1.5,698.45,698.45,698.45,698.45,8690000
1991.1.7,676.65,676.65,676.65,676.65,11110000
1991.1.8,659.68,659.68,659.68,659.68,9040000
1991.1.9,660.39,660.39,660.39,660.39,9810000
1991.1.10,635.46,635.46,635.46,635.46,11360000
1991.1.11,627.7,627.7,627.7,627.7,14730000
1991.1.12,649.19,649.19,649.19,649.19,11020000
1991.1.14,652.25,652.25,652.25,652.25,11260000
1991.1.15,624.62,624.62,624.62,624.62,10950000
1991.1.16,613.34,613.34,613.34,613.34,8930000
1991.1.17,641.42,641.42,641.42,641.42,9960000
1991.1.18,667.35,667.35,667.35,667.35,30910000
1991.1.19,663.1,663.1,663.1,663.1,14850000
1991.1.21,636.91,636.91,636.91,636.91,14790000
1991.1.22,632.92,632.92,632.92,632.92,9180000
1991.1.23,625.22,625.22,625.22,625.22,7520000
1991.1.24,638.02,638.02,638.02,638.02,9030000
1991.1.25,632.95,632.95,632.95,632.95,12880000
1991.1.26,632.2,632.2,632.2,632.2,4880000
1991.1.28,633.93,633.93,633.93,633.93,10050000
1991.1.29,635.65,635.65,635.65,635.65,10730000
1991.1.30,638.09,638.09,638.09,638.09,10620000
1991.1.31,635.4,635.4,635.4,635.4,8080000
1991.2.1,632.53,632.53,632.53,632.53,6820000
1991.2.2,634.72,634.72,634.72,634.72,4910000
1991.2.4,632.79,632.79,632.79,632.79,5620000
1991.2.5,631.93,631.93,631.93,631.93,5130000
1991.2.6,635.66,635.66,635.66,635.66,9140000
1991.2.7,634.31,634.31,634.31,634.31,7660000
1991.2.8,628.85,628.85,628.85,628.85,7610000
1991.2.9,631.27,631.27,631.27,631.27,5150000
1991.2.11,629.57,629.57,629.57,629.57,7160000
1991.2.12,648.11,648.11,648.11,648.11,17770000
1991.2.13,644.91,644.91,644.91,644.91,12580000
1991.2.18,674.09,674.09,674.09,674.09,16700000
1991.2.19,669.45,669.45,669.45,669.45,23490000
1991.2.20,669.91,669.91,669.91,669.91,20900000
1991.2.21,672.1,672.1,672.1,672.1,15530000
1991.2.22,676.1,676.1,676.1,676.1,25730000
1991.2.23,685.39,685.39,685.39,685.39,13390000
1991.2.25,692.8,692.8,692.8,692.8,31920000
1991.2.26,677.27,677.27,677.27,677.27,19140000
1991.2.27,671.71,671.71,671.71,671.71,15600000
1991.2.28,675.57,675.57,675.57,675.57,20400000
1991.3.2,677.55,677.55,677.55,677.55,9260000
1991.3.4,670.42,670.42,670.42,670.42,10980000
1991.3.5,669.83,669.83,669.83,669.83,9440000
1991.3.6,676.37,676.37,676.37,676.37,17730000
1991.3.7,674.87,674.87,674.87,674.87,16740000
1991.3.8,675.94,675.94,675.94,675.94,15950000
1991.3.9,681.73,681.73,681.73,681.73,15400000
1991.3.11,681.38,681.38,681.38,681.38,15250000
1991.3.12,683.83,683.83,683.83,683.83,20400000
1991.3.13,679.21,679.21,679.21,679.21,13820000
1991.3.14,677.11,677.11,677.11,677.11,15220000
1991.3.15,682.97,682.97,682.97,682.97,16400000
1991.3.16,679.64,679.64,679.64,679.64,11310000
1991.3.18,678.15,678.15,678.15,678.15,13890000
1991.3.19,672.16,672.16,672.16,672.16,12190000
1991.3.20,669.36,669.36,669.36,669.36,9800000
1991.3.21,663.37,663.37,663.37,663.37,10910000
1991.3.22,659.83,659.83,659.83,659.83,9760000
1991.3.23,659.49,659.49,659.49,659.49,7310000
1991.3.25,664.05,664.05,664.05,664.05,11530000
1991.3.27,655.18,655.18,655.18,655.18,9950000
1991.3.28,651.98,651.98,651.98,651.98,10470000
1991.3.29,648.84,648.84,648.84,648.84,8630000
1991.3.30,659.85,659.85,659.85,659.85,8200000
1991.4.1,650.05,650.05,650.05,650.05,7220000
1991.4.2,643.56,643.56,643.56,643.56,6960000
1991.4.3,649.43,649.43,649.43,649.43,6950000
1991.4.4,654.14,654.14,654.14,654.14,8870000
1991.4.6,651,651,651,651,5020000
1991.4.8,646.46,646.46,646.46,646.46,5680000
1991.4.9,646.04,646.04,646.04,646.04,5430000
1991.4.10,645.75,645.75,645.75,645.75,8320000
1991.4.11,641.46,641.46,641.46,641.46,5350000
1991.4.12,639.44,639.44,639.44,639.44,5860000
1991.4.13,638.21,638.21,638.21,638.21,4560000
1991.4.15,634.52,634.52,634.52,634.52,4780000
1991.4.16,635.41,635.41,635.41,635.41,4880000
1991.4.17,632.55,632.55,632.55,632.55,4590000
1991.4.18,625.89,625.89,625.89,625.89,5540000
1991.4.19,628.33,628.33,628.33,628.33,6000000
1991.4.20,620.57,620.57,620.57,620.57,3660000
1991.4.22,615.61,615.61,615.61,615.61,6970000
1991.4.23,637.84,637.84,637.84,637.84,10600000
1991.4.24,632.63,632.63,632.63,632.63,13340000
1991.4.25,626.36,626.36,626.36,626.36,6960000
1991.4.26,634.29,634.29,634.29,634.29,9400000
1991.4.27,638.71,638.71,638.71,638.71,7930000
1991.4.29,644.6,644.6,644.6,644.6,12280000
1991.4.30,645.61,645.61,645.61,645.61,11990000
1991.5.1,644.39,644.39,644.39,644.39,8700000
1991.5.2,652.27,652.27,652.27,652.27,24160000
1991.5.3,649.1,649.1,649.1,649.1,9870000
1991.5.4,645.5,645.5,645.5,645.5,8230000
1991.5.6,640.62,640.62,640.62,640.62,7810000
1991.5.7,635.17,635.17,635.17,635.17,7650000
1991.5.8,631.12,631.12,631.12,631.12,5890000
1991.5.9,634.72,634.72,634.72,634.72,5930000
1991.5.10,629.83,629.83,629.83,629.83,4530000
1991.5.11,629.17,629.17,629.17,629.17,4580000
1991.5.13,630.84,630.84,630.84,630.84,4230000
1991.5.14,638.61,638.61,638.61,638.61,8100000
1991.5.15,632.17,632.17,632.17,632.17,4290000
1991.5.16,635.45,635.45,635.45,635.45,5960000
1991.5.17,636.55,636.55,636.55,636.55,6440000
1991.5.18,636.38,636.38,636.38,636.38,5410000
1991.5.20,628.71,628.71,628.71,628.71,5960000
1991.5.22,624.32,624.32,624.32,624.32,5310000
1991.5.23,624.89,624.89,624.89,624.89,5070000
1991.5.24,619.29,619.29,619.29,619.29,4370000
1991.5.25,617.29,617.29,617.29,617.29,3360000
1991.5.27,617.3,617.3,617.3,617.3,4550000
1991.5.28,613.82,613.82,613.82,613.82,4600000
1991.5.29,612.33,612.33,612.33,612.33,4280000
1991.5.30,613.74,613.74,613.74,613.74,4110000
1991.5.31,611.35,611.35,611.35,611.35,4090000
1991.6.1,612.47,612.47,612.47,612.47,2660000
1991.6.3,605.11,605.11,605.11,605.11,4000000
1991.6.4,601.19,601.19,601.19,601.19,4110000
1991.6.5,613.31,613.31,613.31,613.31,6970000
1991.6.7,604.07,604.07,604.07,604.07,4580000
1991.6.8,605.6,605.6,605.6,605.6,3910000
1991.6.10,606.55,606.55,606.55,606.55,3520000
1991.6.11,607.85,607.85,607.85,607.85,3640000
1991.6.12,610.96,610.96,610.96,610.96,5400000
1991.6.13,610.05,610.05,610.05,610.05,5630000
1991.6.14,613.71,613.71,613.71,613.71,8680000
1991.6.15,613.57,613.57,613.57,613.57,4220000
1991.6.17,608.77,608.77,608.77,608.77,5090000
1991.6.18,606.79,606.79,606.79,606.79,6580000
1991.6.19,604.27,604.27,604.27,604.27,6720000
1991.6.21,597.69,597.69,597.69,597.69,6150000
